bugID,TextDescription,cl,pd,co,rp,OS,bs,rs,Priority,Severity
1600015,0.95 - 2.48% raptor-motionmark-animometer-firefox (windows10-64-shippable-qr) regression on push f0dfc557b20c1dd9c2865df1db2a34dc783c92f8 (Mon November 18 2019),Components,Core,Graphics: WebRender,Unspecified,Unspecified,RESOLVED,WONTFIX,--,normal
1600016,[meta] Add a remote settings perf scenario,Components,Testing,Performance,Unspecified,Unspecified,NEW,,P3,S3
1600017,"Assertion failure: index <= initialLength, at js/src/builtin/FinalizationGroupObject.cpp:594",Components,Core,JavaScript: GC,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600018,"Assertion failure: this->is<T>(), at js/src/vm/JSObject.h:512 with finalization groups",Components,Core,JavaScript: GC,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600019,Missing OOM handling in registerWithFinalizationGroup and uninitialised FinalizationRecordVectorObject when tracing,Components,Core,JavaScript: GC,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600020,"""Create Task"" doesn't offer to update timestamps",Other,Taskcluster,UI,Unspecified,Unspecified,RESOLVED,INVALID,--,normal
1600021,"schedulerId ""-"" is not usable",Other,Release Engineering,Firefox-CI Administration,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600022,tp6-1 vismet tasks permafailing on Windows 10 AArch64,Components,Testing,Raptor,Unspecified,Unspecified,RESOLVED,INVALID,P3,normal
1600023,Crash in [@ std::vector<T>::_M_emplace_back_aux<T>],Client Software,Firefox,General,Unspecified,Linux,RESOLVED,DUPLICATE,--,normal
1600024,[macOS] Pressing Enter didn't trigger the click event on the button,Client Software,Firefox,Bookmarks & History,Unspecified,Unspecified,RESOLVED,INVALID,--,normal
1600026,Crash in [@ std::__copy_move<T>::__copy_m<T>],Client Software,Firefox,General,Unspecified,Linux,RESOLVED,INCOMPLETE,--,normal
1600027,[wpt-sync] Sync PR 20499 - cc Update messages.json for MQ bad-color test,Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,P4,normal
1600028,Account wizard button has issues,Client Software,Thunderbird,Theme,x86_64,Windows 10,RESOLVED,WORKSFORME,--,normal
1600029,IMContextWrapper::Selection::Assign assigns a string length as a character,Components,Core,Widget: Gtk,All,Linux,RESOLVED,FIXED,--,normal
1600031,Ensure strings with U+0000 are not passed to IBus,Components,Core,Widget: Gtk,All,Linux,RESOLVED,FIXED,--,normal
1600032,IPC crashes with fatal error msg: Error deserializing 'textureParent' (PTexture) member of 'TimedTexture',Components,Core,Plug-ins,All,Windows,RESOLVED,FIXED,P1,critical
1600033,[Clang-Tidy] Diagnostic messages should be changed from errors to warnings,Developer Infrastructure,Firefox Build System,Source Code Analysis,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600035,The user cannot navigate through the one-click search engines by using Alt + Up/Down arrows on Ubuntu 16,Client Software,Firefox,Address Bar,Unspecified,Unspecified,RESOLVED,WONTFIX,P3,normal
1600036,[Automated review] Coverity analyis (source-test-coverity-coverity) triggered by Phabricators is failing,Developer Infrastructure,Firefox Build System,Source Code Analysis,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600037,DigiCert Global Root CA - Could not verify this certificate because the issuer is unknown,Components,Core,Security: PSM,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600038,Misleading text in reviewbot message about clang-format patch,Developer Infrastructure,Firefox Build System,Source Code Analysis,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600040,"Perma W-fis(Wr) UnknownError: SecurityError: Permission denied to access property ""windowUtils"" on cross-origin object",Components,Testing,Marionette,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600042,Intermittent browser/components/preferences/in-content/tests/browser_change_app_handler.js | handlersView is present -,Client Software,Firefox,Preferences,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600043,Figure out a way to load the updated etld on startup,Components,Core,Networking: DNS,Unspecified,Unspecified,NEW,,P3,S3
1600044,Enable ResistFingerprinting makes UI size incorrect on tiling window manager,Components,Core,XUL,Unspecified,Linux,NEW,,P3,normal
1600045,Document webrender_api/api.rs,Components,Core,Graphics: WebRender,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600046,ESR version locked to 60.9 ESR if updating from releases before it,Other,Release Engineering,Release Automation: Updates,All,All,VERIFIED,FIXED,--,blocker
1600048,[Clang-Tidy] Json exporter is broken,Developer Infrastructure,Firefox Build System,Source Code Analysis,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600051,Remove usage of GetURI in ReferrerInfo.cpp,Components,Core,DOM: Security,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600052,[wpt-sync] Sync PR 20500 - Add a test for content-dpr when served for a tiled-background image,Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,P4,normal
1600053,Implement IO.read,Components,Remote Protocol,CDP,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600054,[meta] Make partial CDP implementation Fission compatible,Components,Remote Protocol,CDP,Unspecified,Unspecified,NEW,,--,normal
1600055,"Get rid of using ""outerWindowID"" in favor of ""browsingContext.id""",Components,Remote Protocol,Agent,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600056,Intermittent netwerk/test/unit/test_cookies_async_failure.js | run_test_2 - [run_test_2 : 272] false == true,Components,Core,Networking,Unspecified,Unspecified,RESOLVED,WORKSFORME,P3,normal
1600057,[meta] IO.close,Components,Remote Protocol,CDP,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600058,Implement IO.close,Components,Remote Protocol,CDP,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600059,Intermittent browser/extensions/formautofill/test/browser/browser_autocomplete_footer.js | Uncaught exception - popup should be open - timed out after 50 tries.,Components,Toolkit,Form Autofill,Unspecified,Unspecified,RESOLVED,FIXED,P3,S3
1600060,CSS 'all: revert' breaks SVG,Components,Core,SVG,Unspecified,Unspecified,RESOLVED,INVALID,--,normal
1600062,[wpt-sync] Sync PR 20502 - Avoid testharness error in interpolation-testcommon.js,Components,Core,CSS Parsing and Computation,All,All,RESOLVED,FIXED,P4,normal
1600063,"Recently, equalizer extensions cause html5 audio to lag when playing/pausing",Components,Core,Audio/Video: Playback,Unspecified,Unspecified,VERIFIED,FIXED,P2,normal
1600065,Provide factory function for nsCOMPtr,Components,Core,XPCOM,Unspecified,Unspecified,NEW,,--,normal
1600066,Clarify guidelines for use of smart pointers in coding style,Components,Core,Storage: IndexedDB,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600068,"When process switching happen during Clients::OpenWindow, WebProgressListener should also be switched to the new target process.",Components,Core,DOM: Service Workers,Unspecified,Unspecified,RESOLVED,DUPLICATE,P1,normal
1600069,Expose webNavigation.TransitionType in webRequest.onBeforeRequest,Components,WebExtensions,Request Handling,All,All,RESOLVED,WONTFIX,--,normal
1600070,Enable test262 FinalizationGroup tests on infra,Components,Core,JavaScript Engine,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600071,Reduce AWS over-provisioning,Other,Taskcluster,Services,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600072,Remove outdated migration comments in aboutdebugging tests,Components,DevTools,about:debugging,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600074,privacy.resistFingerprinting' breaks preview pane color options,Client Software,Thunderbird,Preferences,x86_64,All,NEW,,--,normal
1600075,"[wpt-sync] Sync PR 20504 - Revert ""webdriver: use long timeout in webdriver/tests/find_element_f…",Components,Testing,geckodriver,All,All,RESOLVED,FIXED,P4,normal
1600076,"[wpt-sync] Sync PR 20505 - Revert ""[css-sizing-3] Add tests for percentage resolution""",Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,P4,normal
1600078,Move test_alert_unsupported_operation out of WPT,Components,Testing,geckodriver,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600079,Provide factory function for nsAutoPtr,Components,Core,XPCOM,Unspecified,Unspecified,RESOLVED,WONTFIX,--,normal
1600080,Firefox can't auto-update to the latest version because maintenance service seems to not run properly,Components,Toolkit,Application Update,x86_64,Windows 10,UNCONFIRMED,,P3,normal
1600081,Fix build instructions with new startup in mind,Components,Remote Protocol,Agent,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600082,[wpt-sync] Sync PR 20506 - Portals: Add support for frame-ancestors CSP directive.,Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,P4,normal
1600083,[wpt-sync] Sync PR 20507 - Fix getting head commit for PR,Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,P4,normal
1600084,Allow to edit a ShadowRoot's html.,Components,DevTools,Inspector,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600085,Unable to delete history of a whole month,Client Software,Firefox,Bookmarks & History,Unspecified,Unspecified,RESOLVED,WORKSFORME,--,normal
1600086,Set `-Werror=switch` for dom/base/,Components,Core,DOM: Core & HTML,Unspecified,Unspecified,RESOLVED,INVALID,--,normal
1600088,Repos dropdown would not hide.,Developer Infrastructure,Tree Management,Treeherder: Frontend,Desktop,Windows 10,RESOLVED,WORKSFORME,--,normal
1600089,Write a contribute page for windows,Developer Infrastructure,Firefox Build System,Documentation Infrastructure,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600091,[wpt-sync] Sync PR 20508 - Fix regression in Servo webdriver executor.,Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,P4,normal
1600092,Showing network errors is extremely slow (6+s of parent process jank),Components,DevTools,Netmonitor,Unspecified,Unspecified,NEW,,P3,normal
1600093,"Consider moving repetitive, long or sensitive marker payload data into stringTable in profile JSON",Components,Core,Gecko Profiler,Unspecified,Unspecified,NEW,,P3,normal
1600094,Thunderbird on failed access to CalDav calendar Lightning does not prompt for username password (CalDav calendar on Nextcloud 17.0),Client Software,Calendar,Provider: CalDAV,x86_64,Linux,UNCONFIRMED,,--,normal
1600095,"JavaScript error: chrome://global/content/browser-child.js, line 26: ReferenceError: Services is not defined",Client Software,Firefox,General,Unspecified,Unspecified,RESOLVED,INVALID,--,normal
1600096,Disable RefPtr conversion constructors when underlying pointer types are not convertible,Components,Core,MFBT,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600097,I want to delete my mdn account,Graveyard,developer.mozilla.org Graveyard,User management,All,All,RESOLVED,FIXED,P5,blocker
1600098,macosx/shippable Talos(g5/chrome) sometimes exceeds its max-run-time,Components,Testing,Talos,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600099,Firefox won't run an add-on I need. The add-on is provided by a company that provides secure patient could documentation. iinsight,Client Software,Firefox,Untriaged,Unspecified,Unspecified,RESOLVED,INCOMPLETE,--,normal
1600100,"15.81 - 38.86% build times (android-4-0-armv7-api16, linux32-shippable) regression on push 3fc9e18fc545eb095a98652a9fd95da674ec9e92 (Fri November 22 2019)",Developer Infrastructure,Firefox Build System,Task Configuration,Unspecified,Unspecified,RESOLVED,WONTFIX,--,normal
1600101,subfolder,Client Software,Thunderbird,Untriaged,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600102,[wpt-sync] Sync PR 20509 - Ensure we log commands in run_tc.py,Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,P4,normal
1600103,Port |Bug 296655 - selection of multiple mailboxes/folders in the folders pane is possible but not usable| to SeaMonkey,Client Software,SeaMonkey,MailNews: Message Display,All,All,RESOLVED,FIXED,--,normal
1600104,Allow Fenix to be signed with the Fennec Nightly key.,Other,Release Engineering,Firefox-CI Administration,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600105,Add some git docs to the contributing documentation,Developer Infrastructure,Firefox Build System,General,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600106,API feature request: Allow extensions to detect double click on tab,Components,WebExtensions,Frontend,All,All,RESOLVED,DUPLICATE,--,normal
1600107,[wpt-sync] Sync PR 20510 - [Longtasks] Add test for buffered flag,Components,Core,DOM: Core & HTML,All,All,RESOLVED,FIXED,P4,normal
1600108,High frequency dom/ipc/tests/browser_cancel_content_js.js | expected timeout - when Gecko 72 merges to Beta on 2019-12-02,Components,Core,DOM: Content Processes,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600109,Fix captive portal and network change handling,Client Software,Firefox,Security,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600110,Profile lost when upgrading from 60 to 68,Components,Toolkit,Startup and Profile System,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600111,Make nsIRemoteAgent synchronous (was: Exceptions from nsIRemoteAgent are not detected in remote_agent.rs),Components,Remote Protocol,Agent,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600112,"Either stop checking for mochitest timeouts in ccov tests, or find a sufficiently high threshold for them to make it possible for tests to actually pass in the ccov suite",Components,Testing,Mochitest,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600113,./mach lint fails with TypeError: CLIEngine is not a constructor,Developer Infrastructure,Firefox Build System,Lint and Formatting,x86_64,Linux,RESOLVED,INVALID,--,normal
1600114,Camerfirma: EV Certificates issued with wrong Business Category,Components,NSS,CA Certificate Compliance,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600116,convert sessionstore/test/browser_590563.js to using add_task,Client Software,Firefox,General,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600117,Support for 'font' type for rel=preload by speculative load,Components,Core,Networking,Unspecified,Unspecified,RESOLVED,DUPLICATE,P1,normal
1600118,Support for 'image' type for rel=preload by speculative load,Components,Core,Networking,Unspecified,Unspecified,RESOLVED,DUPLICATE,P1,normal
1600119,Support for more types for rel=preload by speculative load,Components,Core,Networking,Unspecified,Unspecified,RESOLVED,DUPLICATE,P2,normal
1600120,Provide a FeatureGate module based on prefs topology,Components,Toolkit,FeatureGate,Unspecified,Unspecified,ASSIGNED,,--,normal
1600121,Get rid of check for target path length on target-created,Components,Remote Protocol,Agent,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600122,"""ExtensionSettings"" in policies.json does not allow users to disable addons",Client Software,Firefox,Enterprise Policies,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600123,new about:config does not not support the filter url parameter or regex search,Components,Toolkit,Preferences,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600124,"Assertion failure: !aFragment.IsEmpty(), at /builds/worker/workspace/build/src/gfx/ipc/CrossProcessPaint.cpp:238 and crash",Components,Core,Graphics: Layers,Unspecified,Unspecified,RESOLVED,FIXED,P3,critical
1600125,"""Save Secret"" button is not usable unless it's outside the textarea",Other,Taskcluster,UI,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600126,Corrupted text rendering after loading https://www.apple.com/macbook-pro-16/,Components,Core,Graphics: WebRender,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600127,Can't revert secret after saving it without reloading the page,Other,Taskcluster,UI,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600128,Option to open new tab to the immediate right from current tab,Client Software,Firefox,Tabbed Browser,All,All,UNCONFIRMED,,--,normal
1600129,[socket process] Send ODA data to HttpTransactionParent in chunks,Components,Core,Networking,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600130,AddressSanitizer: heap-use-after-free [@ std::__atomic_base<unsigned long>::fetch_add] with WRITE of size 8 (HTTP channel freed by nsHttpNegotiateAuth),Components,Core,Networking: HTTP,x86_64,Linux,RESOLVED,FIXED,P2,normal
1600131,[wpt-sync] Sync PR 20512 - Update interfaces/feature-policy.idl,Components,Core,DOM: Core & HTML,All,All,RESOLVED,FIXED,P4,normal
1600132,[wpt-sync] Sync PR 20513 - Update interfaces/webrtc.idl,Components,Core,DOM: Core & HTML,All,All,RESOLVED,FIXED,P4,normal
1600133,Enable Webrender for Pixel 2/XL and Pixel 3/XL on release channel.,Components,Core,Graphics: WebRender,Unspecified,Unspecified,VERIFIED,FIXED,P1,critical
1600134,Refactor get_translations_from_other_locales() API,Server Software,Webtools,Pontoon,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600135,Bump backfill requests to 9,Developer Infrastructure,Tree Management,Treeherder: Frontend,Unspecified,Unspecified,RESOLVED,INVALID,P1,normal
1600136,Intermittent UnicodeEncodeError: 'ascii' codec can't encode character '\u201c' in position <X>: ordinal not in range(128),Developer Infrastructure,Firefox Build System,General,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600137,moz-phab should warn if two revisions have the same patch id,Developer Infrastructure,Conduit,moz-phab,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600138,Clean up update-icon.svg and addon-private-browsing.svg,Components,Toolkit,Themes,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600139,Add remote agent error types to ErrorList.h,Components,Remote Protocol,Agent,Unspecified,Unspecified,RESOLVED,INVALID,P3,normal
1600141,Incorrect background color when using a border-radius between 0px and 1px,Components,Core,Graphics: WebRender,All,All,RESOLVED,FIXED,P2,normal
1600142,"""Trouble Connecting"" layout should be better suited for narrow screens",Client Software,Firefox,General,Unspecified,All,NEW,,P5,minor
1600143,[wpt-sync] Sync PR 20514 - Remove cross fade from backgrounds,Components,Core,"Layout: Images, Video, and HTML Frames",All,All,RESOLVED,FIXED,P4,normal
1600144,Check that DTLS message sequence number is set right for CH2.,Components,NSS,Libraries,All,All,RESOLVED,FIXED,P2,minor
1600145,CFG prevents crashfirefox.exe / crashfirefox64.exe from creating crash reports for content processes,Components,Core,Security,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600146,macosx and windows 10 xpcshell-2 intermittently exceeds its max-run-time,Components,Testing,General,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600147,"Ability to import public key attached to email, and deleting a key using key manager.",Components,MailNews Core,Security: OpenPGP,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600148,2019 Updates for CPG Governance Pages,Other,www.mozilla.org,Pages & Content,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600149,Code coverage loses information during runtime shutdown,Components,Core,JavaScript Engine,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600150,new browsertime tasks don't get SETA optimized 24h after they got added,Graveyard,Tree Management Graveyard,Treeherder: SETA,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600152,"Error reported when clicked on the ""see all"" button of cfr milestone message",Client Software,Firefox,Messaging System,Unspecified,Unspecified,VERIFIED,FIXED,P1,normal
1600153,macOS 10.15 Catalina - two firefox windows are opened when clicking on external link,Components,Core,Widget: Cocoa,Desktop,macOS,REOPENED,,P2,S3
1600154,Tag linux-2019 docker image,Developer Infrastructure,Firefox Build System,Task Configuration,Unspecified,Unspecified,RESOLVED,WONTFIX,--,normal
1600155,Make @import rules less weird.,Components,Core,CSS Parsing and Computation,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600157,Investigate: Are we tracking these DB metrics?,Developer Infrastructure,Tree Management,Treeherder: Infrastructure,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600158,Asseco DS / Certum: Failure to revoke intermediate certificates within the BR time period,Components,NSS,CA Certificate Compliance,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600160,General FunctionBox Cleanups,Components,Core,JavaScript Engine,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600161,wptsync timing out pushing to autoland,Other,Developer Services,Mercurial: hg.mozilla.org,Unspecified,Unspecified,RESOLVED,INVALID,--,normal
1600162,Initialize skipped lazy function FunctionBoxes in the same manner as regular Lazy Function FunctionBoxes,Components,Core,JavaScript Engine,Unspecified,Unspecified,RESOLVED,FIXED,P1,normal
1600163,html page with lots of nested grid containers is very slow,Components,Core,Layout: Grid,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600165,mask-image-interpolation CSS-transition failed,Components,Core,Layout,Unspecified,Unspecified,UNCONFIRMED,,P3,normal
1600167,WPT test css/css-lists/animations/list-style-image-interpolation.html fails,Components,Core,CSS Transitions and Animations,Unspecified,Unspecified,NEW,,P5,normal
1600168,[wpt-sync] Sync PR 20518 - Add return to fetch/api/cors/cors-preflight-redirect.any.js,Components,Core,DOM: Networking,All,All,RESOLVED,FIXED,P5,normal
1600169,[wpt-sync] Sync PR 20519 - Port mask-image-interpolation to wpt/expernal,Components,Core,Web Painting,All,All,RESOLVED,FIXED,P4,normal
1600170,"ubuntu1804 - accessible/tests/mochitest/text/test_atcaretoffset.html | getTextAfterOffset (word end): wrong text (got ' longfr', expected: ' longf'), offset: -2, id:  'ta_wrapped' ;",Components,Core,Disability Access APIs,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600171,Intermittent TEST-UNEXPECTED-TIMEOUT | /BackgroundSync/idlharness.https.any.worker.html | idl_test setup - Test timed out,Components,Testing,web-platform-tests,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600173,Keep the opening line when editing the innerHTML of a document-fragment,Components,DevTools,Inspector,Unspecified,Unspecified,NEW,,P3,normal
1600174,No longer open Mail Compose Window of ProtonMail,Components,Core,DOM: Security,Desktop,Windows 10,RESOLVED,FIXED,P1,normal
1600175,ubuntu1804 - browser/base/content/test/tabs/browser_multiselect_tabs_drag_to_bookmarks_toolbar.js | Found an unexpected browser window at the end of test run -,Client Software,Firefox,Tabbed Browser,Unspecified,Unspecified,RESOLVED,WORKSFORME,P5,normal
1600176,"ubuntu1804 - testing/mochitest/tests/browser/browser_BrowserTestUtils.js | synthesizeMouseAtCenter - Got button,41,34, expected button,31,34",Components,Testing,Mochitest,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600177,ubuntu1804 - browser/base/content/test/general/browser_minimize.js | Uncaught exception - undefined - timed out after 50 tries.,Client Software,Firefox,General,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600178,"Come up with a plan to handle multi-GPU environments on macOS in WebRender (GPU switching, eGPU handling)",Components,Core,Graphics: WebRender,All,macOS,ASSIGNED,,P3,normal
1600179,ubuntu1804 - toolkit/mozapps/extensions/test/browser/browser_addon_list_reordering.js | Extension left running at test shutdown -,Components,Toolkit,Add-ons Manager,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600180,"ubuntu1804 - browser/components/sessionstore/test/browser_1446343-windowsize.js | sizemode should match - Got maximized, expected minimized",Client Software,Firefox,Session Restore,Unspecified,Unspecified,REOPENED,,P5,normal
1600182,"ubuntu1804 - browser/components/urlbar/tests/browser/browser_removeUnsafeProtocolsFromURLBarPaste.js | Timed out while polling clipboard for pasted data, got: java",Client Software,Firefox,Address Bar,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600183,ubuntu1804 - devtools/client/responsive/test/browser/browser_tooltip.js | Test timed out -,Components,DevTools,Responsive Design Mode,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600184,test multipart images that aren't loaded at the toplevel,Components,Core,ImageLib,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600185,ubuntu1804 - devtools/client/shared/test/browser_inplace-editor_autocomplete_01.js | Test timed out -,Components,DevTools,General,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600187,[wpt-sync] Sync PR 20520 - Revert the Taskcluster Decision Graph PRs,Components,Testing,web-platform-tests,All,All,RESOLVED,FIXED,P4,normal
1600188,print dialog not showing events ending before 12:34 in custom data range,Client Software,Calendar,Printing,Unspecified,Unspecified,UNCONFIRMED,,--,normal
1600189,Cache linux sandbox read/write whitelists and `security.sandbox.content.force-namespace`,Components,Core,Security: Process Sandboxing,Desktop,Linux,NEW,,P5,normal
1600191,ubuntu1804 - layout/xul/test/test_bug159346.xhtml | scrollbar didn't change curpos by mousedown #1,Components,Core,XUL,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600192,[Automated review] Review bot provides a zero-length diff for clang-format,Developer Infrastructure,Firefox Build System,Source Code Analysis,Unspecified,Unspecified,RESOLVED,DUPLICATE,--,normal
1600193,"Some android-hw raptor tasks hang with repeated ""[raptor-runnerjs] checking results..."" in logcat",Components,Testing,Raptor,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600194,ubuntu1804 - toolkit/content/tests/chrome/test_bug624329.xhtml | Test timed out.,Components,Toolkit,XUL Widgets,Unspecified,Unspecified,NEW,,P5,normal
1600195,Remove almost-dead-code Linux/Android content process niceness pref/env var code for single-core machines,Components,Core,DOM: Content Processes,Unspecified,Linux,RESOLVED,FIXED,--,normal
1600198,make sure all uses of APZCTreeManager::mGeckoFixedLayerMargins are protected by mTreelock,Components,Core,Panning and Zooming,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600201,Intermittent message-header | application crashed,Client Software,Thunderbird,General,Unspecified,Unspecified,RESOLVED,FIXED,--,normal
1600202,"ubuntu1804 - layout/forms/test/test_bug717878_input_scroll.html | overflow scrollTopMax == 0 - didn't expect +0, but got it",Components,Core,Layout: Form Controls,Unspecified,Unspecified,RESOLVED,FIXED,P5,normal
1600204,[jsdbg2] Debugger.Frame should support .type and .constructing for suspended generator frames and remove .generator,Components,Core,JavaScript Engine,Unspecified,Unspecified,RESOLVED,FIXED,P2,normal
1600205,Context menu displays on wrong desktop (Mac OS Spaces),Components,Core,Widget: Cocoa,x86_64,macOS,RESOLVED,DUPLICATE,P2,normal
1600206,Intermittent TEST-UNEXPECTED-CRASH | /webrtc/getstats.html | expected OK,Components,Core,WebRTC,Unspecified,Unspecified,RESOLVED,INCOMPLETE,P5,normal
1600207,use-after-poison in [@ mozilla::ReflowInput::ReflowInput],Components,Core,Layout: Form Controls,Unspecified,Unspecified,RESOLVED,FIXED,P3,normal
1600208,"ubuntu1804 - layout/generic/test/test_bug756984.html | offset should be 10 - got 9, expected 10",Components,Core,DOM: Editor,Unspecified,Unspecified,NEW,,P5,normal
1600210,Lockwise on Desktop unexpectedly retains saved passwords after signing out,Client Software,Firefox,Sync,Unspecified,Unspecified,NEW,,P3,normal
